,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2
1436,13106,06,07,12,13,27,03,12
1437,13105,07,13,27,30,34,01,12
1438,13104,02,05,11,27,29,01,11
1439,13103,05,08,13,16,31,03,09
1440,13102,06,12,15,19,26,02,11
1441,13101,04,09,13,15,32,02,09
1442,13100,09,12,24,26,30,05,09
1443,13099,04,11,28,30,33,05,12
1444,13098,02,06,16,29,34,10,11
1445,13097,07,08,13,17,32,03,08
1446,13096,17,19,20,22,26,06,08
1447,13095,03,17,28,30,33,01,10
1448,13094,03,28,33,34,35,06,09
1449,13093,01,05,17,18,26,05,07
1450,13092,07,10,21,27,33,03,09
1451,13091,04,09,28,34,35,02,08
1452,13090,02,26,30,31,33,11,12
1453,13089,06,07,23,24,29,04,11
1454,13088,03,05,08,33,35,01,03
1455,13087,09,12,22,32,34,02,04
1456,13086,09,16,26,29,31,06,09
1457,13085,08,19,23,27,32,03,05
1458,13084,08,22,26,29,35,01,05
1459,13083,26,29,30,32,35,04,10
1460,13082,03,09,25,26,33,03,12
1461,13081,07,09,15,17,23,02,07
1462,13080,06,21,23,27,31,04,06
1463,13079,09,10,17,21,34,01,07
1464,13078,02,07,23,31,33,02,08
1465,13077,24,26,30,32,35,06,12
1466,13076,13,15,16,26,27,09,10
1467,13075,01,11,13,19,35,07,08
1468,13074,06,14,20,24,32,01,07
1469,13073,03,05,23,27,31,02,06
1470,13072,12,27,28,33,35,03,05
1471,13071,13,19,26,27,28,03,11
1472,13070,09,12,18,21,29,01,08
1473,13069,06,12,13,16,30,07,12
1474,13068,10,17,27,34,35,05,07
1475,13067,02,03,05,08,29,10,12
1476,13066,06,07,13,33,34,02,11
1477,13065,09,28,31,34,35,02,09
1478,13064,21,24,26,28,32,01,03
1479,13063,03,05,11,27,28,05,06
1480,13062,01,05,08,09,12,09,12
1481,13061,01,14,18,21,32,05,10
1482,13060,15,25,26,32,35,05,10
1483,13059,03,08,11,24,27,07,12
1484,13058,20,21,27,31,35,07,11
1485,13057,07,15,27,33,35,07,10
1486,13056,11,22,30,32,35,03,04
1487,13055,04,05,22,23,24,03,09
1488,13054,05,08,21,30,32,01,08
1489,13053,13,31,33,34,35,05,07
1490,13052,01,02,10,29,31,01,10
1491,13051,05,08,15,18,33,07,08
1492,13050,14,22,30,32,33,07,08
1493,13049,18,22,25,31,32,04,06
1494,13048,10,11,23,32,33,01,04
1495,13047,12,20,28,30,35,03,11
1496,13046,15,16,19,25,32,05,11
1497,13045,08,11,12,21,25,02,07
1498,13044,07,11,13,18,28,05,10
1499,13043,07,13,25,34,35,07,09
1500,13042,02,06,22,23,33,01,06
1501,13041,03,13,14,15,34,05,08
1502,13040,16,17,22,26,35,03,10
1503,13039,06,23,30,33,35,07,10
1504,13038,01,19,24,25,26,07,09
1505,13037,02,26,31,32,34,06,08
1506,13036,08,12,32,33,35,03,05
1507,13035,05,14,28,32,34,07,08
1508,13034,01,03,11,19,29,04,08
1509,13033,12,18,22,28,31,01,11
1510,13032,12,27,28,33,35,01,08
1511,13031,12,17,18,26,32,10,11
1512,13030,03,05,09,10,28,05,07
1513,13029,05,07,17,25,26,04,10
1514,13028,13,19,28,30,34,08,12
1515,13027,03,12,14,24,35,03,08
1516,13026,02,10,16,30,33,05,06
1517,13025,03,23,25,26,28,10,12
1518,13024,09,12,14,18,24,01,04
1519,13023,05,19,24,26,35,05,07
1520,13022,03,04,13,17,23,03,08
1521,13021,23,24,28,30,33,01,11
1522,13020,06,11,20,31,32,05,09
1523,13019,06,12,17,29,30,07,11
1524,13018,20,23,31,33,34,03,09
1525,13017,11,14,22,29,34,05,11
1526,13016,05,15,19,27,32,08,09
1527,13015,14,15,26,32,33,01,11
1528,13014,05,08,25,29,31,02,04
1529,13013,13,15,29,30,35,01,11
1530,13012,01,14,31,32,34,02,11
1531,13011,01,02,08,15,23,06,09
1532,13010,09,15,17,18,29,09,11
1533,13009,10,17,19,27,29,05,12
1534,13008,02,07,25,29,34,03,06
1535,13007,14,29,32,33,34,03,06
1536,13006,08,20,25,31,32,05,07
1537,13005,18,22,26,28,31,10,12
1538,13004,07,08,12,20,25,03,07
1539,13003,01,16,18,21,31,09,12
1540,13002,04,20,27,31,32,06,12
1541,13001,06,09,11,31,32,05,11
1542,12154,03,26,27,31,32,03,09
1543,12153,08,09,10,13,22,05,10
1544,12152,04,17,26,33,34,02,08
1545,12151,03,19,20,24,33,03,04
1546,12150,02,14,18,24,31,02,03
1547,12149,02,10,23,33,34,05,10
1548,12148,04,16,27,29,34,06,11
1549,12147,02,03,17,19,33,02,09
1550,12146,01,10,13,17,26,06,08
1551,12145,05,22,31,33,35,06,09
1552,12144,11,13,14,21,29,01,10
1553,12143,09,27,29,30,31,03,06
1554,12142,15,19,29,34,35,07,10
1555,12141,03,11,19,23,34,02,12
1556,12140,07,17,27,28,29,09,10
1557,12139,09,10,12,22,25,04,11
1558,12138,13,17,27,31,33,06,12
1559,12137,03,12,20,21,27,01,06
1560,12136,02,23,29,30,31,01,04
1561,12135,03,05,17,18,33,06,07
1562,12134,01,06,18,32,35,02,07
1563,12133,05,07,13,29,30,01,05
1564,12132,05,08,21,25,33,01,11
1565,12131,02,16,18,27,30,08,12
1566,12130,14,19,23,29,30,06,07
1567,12129,01,07,21,28,31,03,09
1568,12128,09,10,19,30,31,04,11
1569,12127,12,13,14,25,35,10,12
1570,12126,13,14,21,28,29,05,10
1571,12125,06,14,17,22,35,01,02
1572,12124,07,11,19,20,35,05,10
1573,12123,05,08,18,30,33,01,09
1574,12122,23,24,25,29,31,03,12
1575,12121,07,18,20,29,30,05,06
1576,12120,02,10,21,23,29,03,04
1577,12119,05,06,09,19,32,06,09
1578,12118,05,17,25,30,33,01,12
1579,12117,01,12,18,21,33,07,08
1580,12116,01,11,18,20,22,07,10
1581,12115,01,06,13,19,23,06,09
1582,12114,03,06,21,33,35,01,07
1583,12113,03,10,22,27,29,03,12
1584,12112,01,02,28,31,35,05,07
1585,12111,01,24,25,30,33,04,11
1586,12110,01,11,17,19,26,05,12
1587,12109,01,22,30,32,35,09,11
1588,12108,06,07,12,24,35,02,06
1589,12107,04,07,09,22,33,01,03
1590,12106,15,23,25,29,31,09,10
1591,12105,05,06,14,15,31,06,08
1592,12104,16,18,24,25,27,04,09
1593,12103,02,09,18,23,24,01,04
1594,12102,02,04,06,13,35,04,08
1595,12101,02,05,08,09,31,03,07
1596,12100,07,09,13,19,27,01,03
1597,12099,12,18,24,25,32,02,12
1598,12098,02,11,28,29,30,06,12
1599,12097,09,17,24,29,32,01,02
1600,12096,05,10,19,24,35,08,09
1601,12095,06,09,22,27,30,08,12
1602,12094,02,14,23,32,35,01,10
1603,12093,02,16,21,31,33,04,11
1604,12092,08,09,23,25,31,02,12
1605,12091,03,10,28,31,33,01,09
1606,12090,02,21,27,29,33,02,10
1607,12089,06,12,21,29,32,06,11
1608,12088,13,17,24,30,35,02,10
1609,12087,01,06,07,21,31,04,11
1610,12086,03,20,25,29,32,05,10
1611,12085,07,18,29,31,33,10,12
1612,12084,21,24,27,29,31,01,02
1613,12083,16,19,28,29,31,05,08
1614,12082,02,04,09,10,15,08,10
1615,12081,10,16,17,30,35,01,08
1616,12080,11,12,14,25,28,02,05
1617,12079,01,05,25,32,33,01,10
1618,12078,01,02,23,25,35,05,12
1619,12077,10,30,32,33,34,02,03
1620,12076,02,14,16,22,24,02,05
1621,12075,07,09,10,18,22,05,10
1622,12074,10,22,23,30,32,01,07
1623,12073,18,23,29,33,34,02,07
1624,12072,04,08,17,22,25,04,10
1625,12071,13,23,29,31,34,06,08
1626,12070,09,22,23,32,34,06,08
1627,12069,02,04,22,25,34,02,11
1628,12068,01,21,31,32,35,03,06
1629,12067,20,22,27,30,33,01,02
1630,12066,01,20,25,29,33,04,06
1631,12065,10,22,28,29,34,05,11
1632,12064,09,12,13,15,30,09,10
1633,12063,11,25,26,29,35,01,02
1634,12062,21,32,33,34,35,08,09
1635,12061,05,10,14,27,33,07,09
1636,12060,02,16,21,24,30,06,10
1637,12059,09,13,19,21,27,03,04
1638,12058,13,21,29,31,35,04,12
1639,12057,01,02,14,33,34,03,05
1640,12056,11,21,23,26,34,07,09
1641,12055,07,22,26,32,33,01,08
1642,12054,01,16,18,27,30,10,11
1643,12053,11,12,26,28,31,07,12
1644,12052,10,20,26,31,33,10,12
1645,12051,01,02,17,18,33,05,12
1646,12050,13,17,22,28,29,01,10
1647,12049,09,18,22,27,31,10,12
1648,12048,06,09,26,30,35,05,06
1649,12047,05,07,17,30,34,03,10
1650,12046,04,08,19,23,27,04,11
1651,12045,05,11,17,20,28,11,12
1652,12044,03,04,14,32,35,01,02
1653,12043,01,06,25,31,34,03,09
1654,12042,07,24,27,28,35,07,12
1655,12041,01,02,13,22,23,02,10
1656,12040,02,13,23,28,29,01,05
1657,12039,15,21,22,24,35,01,05
1658,12038,11,23,25,31,35,01,03
1659,12037,09,13,27,31,35,03,10
1660,12036,01,09,20,30,31,08,12
1661,12035,01,04,30,32,35,08,12
1662,12034,01,08,15,16,29,08,09
1663,12033,08,13,19,27,32,01,08
1664,12032,07,08,16,26,34,07,11
1665,12031,19,21,23,25,30,03,08
1666,12030,03,21,22,26,32,01,03
1667,12029,04,07,08,18,29,07,10
1668,12028,10,12,15,33,34,03,10
1669,12027,03,10,11,22,31,05,07
1670,12026,10,11,22,23,29,02,09
1671,12025,01,02,05,12,27,04,07
1672,12024,03,11,17,21,30,03,07
1673,12023,07,09,17,29,35,09,10
1674,12022,07,12,20,33,35,01,10
1675,12021,10,15,21,31,34,07,08
1676,12020,12,14,27,29,34,03,06
1677,12019,07,09,17,30,34,01,12
1678,12018,03,10,14,29,31,04,08
1679,12017,06,11,22,29,34,03,12
1680,12016,05,14,20,29,31,08,12
1681,12015,12,13,24,26,33,06,08
1682,12014,10,14,24,30,32,01,12
1683,12013,07,08,11,12,24,01,02
1684,12012,06,18,22,30,35,02,07
1685,12011,05,19,22,29,30,02,04
1686,12010,25,26,29,32,34,05,07
1687,12009,06,14,20,29,35,09,10
1688,12008,06,08,30,31,32,01,11
1689,12007,04,05,13,17,25,07,10
1690,12006,03,20,22,25,27,01,09
1691,12005,01,02,29,31,33,07,12
1692,12004,10,11,22,31,32,06,07
1693,12003,16,22,24,33,34,03,10
1694,12002,03,11,14,26,29,07,08
1695,12001,07,27,28,32,33,01,12
1696,11154,04,12,16,20,28,08,11
1697,11153,06,22,29,30,35,03,05
1698,11152,01,04,06,21,35,02,11
1699,11151,07,11,14,20,27,03,10
1700,11150,13,22,30,33,34,06,12
1701,11149,02,07,12,29,31,03,05
1702,11148,07,10,11,26,31,03,04
1703,11147,01,15,16,27,28,02,07
1704,11146,09,13,19,29,34,02,11
1705,11145,07,15,19,24,29,04,06
1706,11144,07,18,24,28,33,02,03
1707,11143,08,09,12,25,33,07,10
1708,11142,04,26,30,33,34,04,06
1709,11141,02,11,19,22,35,10,12
1710,11140,01,12,32,33,34,09,11
1711,11139,04,06,10,15,16,03,04
1712,11138,17,23,26,30,32,06,12
1713,11137,02,15,18,23,31,01,02
1714,11136,08,09,11,19,33,03,12
1715,11135,06,22,29,33,35,03,12
1716,11134,01,10,12,14,17,09,10
1717,11133,04,11,23,26,35,03,12
1718,11132,12,14,16,19,33,02,09
1719,11131,03,05,12,18,33,07,11
1720,11130,08,09,13,23,35,11,12
1721,11129,01,07,13,18,23,04,08
1722,11128,03,04,06,11,13,01,02
1723,11127,01,11,22,26,29,05,08
1724,11126,07,17,29,30,33,10,12
1725,11125,07,10,27,34,35,10,12
1726,11124,08,12,14,20,25,06,08
1727,11123,10,14,18,19,35,01,06
1728,11122,03,08,23,24,34,05,12
1729,11121,02,03,30,31,33,03,09
1730,11120,20,25,26,30,31,09,10
1731,11119,04,15,20,26,31,06,12
1732,11118,04,07,11,32,35,05,07
1733,11117,10,12,28,32,33,03,05
1734,11116,10,15,18,19,26,07,12
1735,11115,17,26,30,31,35,06,11
1736,11114,06,08,17,27,35,02,11
1737,11113,04,05,07,10,12,04,05
1738,11112,06,17,28,32,33,08,12
1739,11111,02,11,13,23,31,11,12
1740,11110,30,31,33,34,35,04,07
1741,11109,01,11,12,22,34,08,10
1742,11108,07,15,18,24,28,01,07
1743,11107,02,06,18,30,32,01,08
1744,11106,01,09,29,30,35,05,09
1745,11105,02,11,26,32,33,05,12
1746,11104,07,19,27,28,34,02,05
1747,11103,03,04,26,29,34,01,03
1748,11102,19,24,28,31,34,04,12
1749,11101,05,12,20,28,30,03,07
1750,11100,08,11,13,28,33,08,09
1751,11099,02,06,09,12,20,05,08
1752,11098,06,07,28,33,35,01,10
1753,11097,04,19,28,31,33,11,12
1754,11096,03,08,20,24,25,01,02
1755,11095,09,12,17,19,29,06,11
1756,11094,11,21,22,32,34,04,08
1757,11093,04,06,08,19,31,10,11
1758,11092,10,17,19,32,33,01,12
1759,11091,11,17,23,29,30,06,08
1760,11090,02,04,29,30,34,05,08
1761,11089,05,06,23,27,34,03,04
1762,11088,20,21,27,29,35,03,08
1763,11087,06,13,20,25,34,07,09
1764,11086,04,05,06,09,15,01,06
1765,11085,02,17,19,21,22,03,10
1766,11084,14,29,31,34,35,01,12
1767,11083,06,08,18,20,24,04,08
1768,11082,07,20,25,30,32,05,09
1769,11081,04,13,20,21,35,02,09
1770,11080,05,12,30,31,32,01,03
1771,11079,01,03,23,30,31,02,10
1772,11078,04,09,16,27,30,02,06
1773,11077,05,08,19,33,34,01,12
1774,11076,18,23,25,29,30,01,02
1775,11075,06,09,20,23,28,06,10
1776,11074,07,16,23,28,31,03,06
1777,11073,13,19,20,22,33,05,11
1778,11072,03,11,13,20,35,03,08
1779,11071,27,31,33,34,35,04,06
1780,11070,09,19,22,29,30,02,08
1781,11069,03,05,28,29,33,04,12
1782,11068,01,13,16,18,32,07,09
1783,11067,10,17,22,24,32,03,10
1784,11066,06,13,18,20,33,09,10
1785,11065,03,11,14,25,34,01,04
1786,11064,01,06,27,30,34,01,06
1787,11063,10,17,18,26,32,01,05
1788,11062,06,10,17,20,21,03,07
1789,11061,06,07,16,18,20,04,10
1790,11060,03,25,29,32,34,09,10
1791,11059,09,16,21,29,34,07,10
1792,11058,01,09,27,32,33,03,06
1793,11057,07,11,30,31,34,09,12
1794,11056,03,05,29,30,31,08,10
1795,11055,01,07,31,32,35,02,10
1796,11054,05,09,16,26,35,03,10
1797,11053,03,16,28,31,32,01,09
1798,11052,13,24,31,32,33,03,09
1799,11051,06,08,12,17,18,05,10
1800,11050,04,07,29,32,33,08,10
1801,11049,05,06,10,22,25,01,09
1802,11048,13,17,25,27,28,02,03
1803,11047,02,15,22,33,35,05,08
1804,11046,09,15,16,19,29,04,06
1805,11045,13,21,22,29,31,07,11
1806,11044,11,21,24,26,31,06,07
1807,11043,02,08,23,33,35,05,10
1808,11042,06,09,18,30,32,10,12
1809,11041,04,05,11,13,25,03,06
1810,11040,03,07,15,18,20,01,06
1811,11039,01,11,14,22,34,06,08
1812,11038,07,09,11,13,33,10,12
1813,11037,01,12,14,22,24,10,12
1814,11036,03,18,29,30,33,08,09
1815,11035,03,04,13,15,32,04,09
1816,11034,03,06,09,17,27,03,09
1817,11033,03,19,24,29,33,03,09
1818,11032,07,16,23,31,33,03,10
1819,11031,12,17,19,22,35,04,11
1820,11030,15,19,25,30,33,03,08
1821,11029,03,09,17,24,28,06,12
1822,11028,01,02,13,17,28,01,04
1823,11027,05,14,25,34,35,02,05
1824,11026,01,09,15,20,29,07,09
1825,11025,08,09,25,28,29,02,10
1826,11024,12,15,16,20,33,08,12
1827,11023,05,13,16,18,24,02,12
1828,11022,09,14,24,25,34,01,04
1829,11021,01,09,13,17,30,02,08
1830,11020,09,12,19,22,28,01,05
1831,11019,08,21,23,27,33,06,11
1832,11018,16,22,24,32,34,02,10
1833,11017,16,19,24,26,31,02,04
1834,11016,15,20,30,33,35,06,09
1835,11015,08,18,19,22,23,01,03
1836,11014,02,14,20,21,24,02,09
1837,11013,05,08,14,28,30,04,06
1838,11012,03,12,19,25,30,08,11
1839,11011,02,17,23,24,30,02,09
1840,11010,04,08,10,14,27,05,07
1841,11009,09,10,11,14,24,03,08
1842,11008,01,23,26,27,30,05,06
1843,11007,14,24,32,33,35,02,09
1844,11006,02,08,16,26,35,11,12
1845,11005,01,07,25,27,30,07,12
1846,11004,07,08,10,23,25,07,09
1847,11003,01,24,27,30,31,01,06
1848,11002,11,13,27,28,29,02,06
1849,11001,07,08,15,32,34,05,12
1850,10153,06,07,16,24,35,04,06
1851,10152,02,05,18,22,23,07,12
1852,10151,01,10,32,33,35,03,08
1853,10150,05,24,28,29,35,01,09
1854,10149,05,22,24,25,30,01,06
1855,10148,03,04,08,10,35,02,06
1856,10147,01,15,19,21,23,11,12
1857,10146,14,17,30,31,34,04,10
1858,10145,18,19,27,28,33,03,06
1859,10144,02,11,16,22,31,10,11
1860,10143,10,16,18,22,27,06,08
1861,10142,10,11,19,21,27,04,06
1862,10141,05,11,17,23,33,03,10
1863,10140,06,18,20,30,31,03,06
1864,10139,03,13,16,19,29,07,09
1865,10138,08,12,14,19,27,05,06
1866,10137,22,27,28,33,35,09,11
1867,10136,03,13,18,30,33,07,08
1868,10135,14,17,19,26,32,03,04
1869,10134,09,12,13,19,30,04,05
1870,10133,11,16,17,21,22,03,06
1871,10132,18,21,23,25,29,06,11
1872,10131,10,15,22,28,29,04,12
1873,10130,05,06,09,10,34,08,11
1874,10129,14,15,24,25,26,03,07
1875,10128,06,17,19,29,35,02,08
1876,10127,03,22,24,30,33,04,10
1877,10126,03,05,09,13,33,05,11
1878,10125,01,07,09,14,19,09,12
1879,10124,01,09,27,29,34,01,06
1880,10123,18,20,30,32,33,01,11
1881,10122,05,06,11,13,26,02,07
1882,10121,21,22,31,32,34,02,12
1883,10120,08,10,18,34,35,06,10
1884,10119,05,13,14,23,26,02,03
1885,10118,19,22,23,29,35,08,10
1886,10117,04,06,21,27,34,05,09
1887,10116,14,22,27,28,35,04,10
1888,10115,05,07,10,15,32,03,08
1889,10114,03,07,22,25,35,03,11
1890,10113,05,16,22,23,32,04,10
1891,10112,14,15,18,34,35,08,10
1892,10111,03,06,13,14,29,01,02
1893,10110,21,29,30,33,35,07,11
1894,10109,01,02,08,11,25,10,12
1895,10108,01,10,13,19,34,09,12
1896,10107,14,17,22,27,34,03,05
1897,10106,05,27,28,29,34,09,12
1898,10105,05,17,26,27,35,08,09
1899,10104,14,25,30,32,33,01,11
1900,10103,10,14,29,30,35,05,08
1901,10102,04,15,19,24,35,01,10
1902,10101,11,15,22,27,35,05,08
1903,10100,19,20,30,33,35,06,08
1904,10099,03,11,17,21,30,01,08
1905,10098,02,03,12,13,25,01,07
1906,10097,09,17,21,28,29,02,08
1907,10096,04,09,24,30,35,01,10
1908,10095,12,14,16,19,25,01,06
1909,10094,20,32,33,34,35,06,07
1910,10093,02,04,09,28,29,05,08
1911,10092,02,15,29,30,34,02,12
1912,10091,06,10,23,26,31,05,07
1913,10090,08,24,26,31,32,07,09
1914,10089,04,10,13,18,23,08,10
1915,10088,03,05,14,30,35,03,06
1916,10087,01,12,20,21,24,02,08
1917,10086,01,02,12,19,35,05,07
1918,10085,02,10,16,18,34,02,03
1919,10084,03,13,14,22,26,02,05
1920,10083,07,11,21,22,35,04,07
1921,10082,05,08,24,29,30,04,06
1922,10081,14,18,20,24,27,05,10
1923,10080,08,19,27,29,34,04,10
1924,10079,01,04,21,22,24,02,05
1925,10078,02,03,15,28,35,01,11
1926,10077,06,07,09,17,24,02,12
1927,10076,09,12,16,19,35,02,12
1928,10075,10,12,17,23,27,05,07
1929,10074,03,07,20,27,32,02,12
1930,10073,04,09,11,30,32,01,11
1931,10072,05,10,17,23,25,03,10
1932,10071,07,12,26,30,32,02,07
1933,10070,05,14,23,25,28,11,12
1934,10069,06,17,18,25,29,08,09
1935,10068,11,17,19,20,34,06,10
1936,10067,01,11,19,30,32,03,10
1937,10066,15,21,22,24,27,01,06
1938,10065,05,08,13,14,32,08,11
1939,10064,07,10,12,20,21,06,09
1940,10063,07,14,16,30,31,03,06
1941,10062,06,07,18,30,31,07,08
1942,10061,05,12,14,17,22,05,07
1943,10060,10,13,22,33,34,01,05
1944,10059,06,10,14,25,34,01,03
1945,10058,06,15,17,19,30,01,12
1946,10057,15,17,24,32,35,07,09
1947,10056,05,09,23,25,30,09,12
1948,10055,13,14,17,27,32,02,10
1949,10054,12,25,29,30,33,10,11
1950,10053,09,19,22,26,34,09,11
1951,10052,04,06,25,29,32,05,06
1952,10051,06,10,20,24,32,06,10
1953,10050,07,08,15,30,35,05,10
1954,10049,01,25,29,31,33,04,10
1955,10048,02,03,10,12,25,03,09
1956,10047,04,08,11,30,31,02,08
1957,10046,02,15,19,26,27,05,06
1958,10045,08,17,18,20,28,09,10
1959,10044,06,21,24,28,30,02,07
1960,10043,05,08,10,33,35,02,10
1961,10042,01,05,19,34,35,06,07
1962,10041,16,22,28,29,34,04,12
1963,10040,13,20,26,31,35,02,11
1964,10039,07,19,26,28,32,01,08
1965,10038,08,10,25,29,33,01,02
1966,10037,19,21,26,34,35,01,09
1967,10036,19,25,28,31,33,01,08
1968,10035,14,16,20,31,34,01,07
1969,10034,01,06,19,25,26,03,09
1970,10033,12,19,28,29,30,05,08
1971,10032,13,16,23,24,33,07,11
1972,10031,05,13,16,17,35,06,08
1973,10030,10,12,19,32,35,02,07
1974,10029,21,22,33,34,35,03,04
1975,10028,01,02,07,20,35,01,03
1976,10027,05,23,26,32,34,02,09
1977,10026,05,23,25,31,35,07,10
1978,10025,09,11,13,14,25,01,07
1979,10024,03,14,19,24,25,04,11
1980,10023,11,13,29,32,33,02,08
1981,10022,02,11,13,14,25,02,05
1982,10021,11,20,23,24,25,07,09
1983,10020,08,18,26,32,33,01,06
1984,10019,03,11,19,26,27,02,09
1985,10018,03,10,26,32,33,04,12
1986,10017,13,21,23,27,34,09,12
1987,10016,10,12,20,23,32,04,10
1988,10015,03,10,14,18,28,08,10
1989,10014,18,19,30,33,35,02,04
1990,10013,18,21,22,26,34,09,12
1991,10012,20,24,30,31,33,05,12
1992,10011,02,03,11,27,32,08,11
1993,10010,15,22,24,32,35,02,09
1994,10009,02,05,13,27,32,03,11
1995,10008,11,23,25,31,32,05,11
1996,10007,07,23,26,29,32,08,11
1997,10006,03,13,19,30,34,02,05
1998,10005,04,17,19,22,30,02,03
1999,10004,03,06,21,24,34,04,06
2000,10003,05,14,23,27,30,02,08
2001,10002,04,23,25,26,30,07,10
2002,10001,02,06,07,12,27,02,08
2003,09153,21,22,30,32,34,03,07
2004,09152,01,23,29,30,32,07,12
2005,09151,03,08,14,30,31,04,09
2006,09150,04,11,18,25,34,05,07
2007,09149,01,03,10,12,20,02,07
2008,09148,02,04,13,14,33,01,09
2009,09147,06,12,18,22,29,05,08
2010,09146,11,17,23,24,25,03,06
2011,09145,05,11,14,22,35,03,10
2012,09144,18,26,32,33,34,04,06
2013,09143,01,09,10,11,22,01,12
2014,09142,05,06,13,24,31,03,11
2015,09141,13,14,21,30,33,02,08
2016,09140,07,08,19,26,30,01,12
2017,09139,14,16,20,22,32,05,09
2018,09138,03,04,14,28,32,09,10
2019,09137,12,28,29,30,34,01,09
2020,09136,07,13,23,24,29,06,10
2021,09135,06,08,15,20,32,05,06
2022,09134,02,16,19,28,33,07,11
2023,09133,01,08,24,27,34,10,11
2024,09132,02,10,12,15,28,04,07
2025,09131,02,03,08,33,34,03,11
2026,09130,09,14,25,32,34,02,08
2027,09129,02,10,18,32,33,03,08
2028,09128,06,21,28,32,34,04,07
2029,09127,05,09,27,32,34,05,08
2030,09126,14,23,27,28,33,08,12
2031,09125,08,20,23,29,31,02,11
2032,09124,01,03,14,32,35,07,11
2033,09123,10,21,28,29,32,06,10
2034,09122,01,02,11,31,33,05,06
2035,09121,04,05,08,11,22,02,10
2036,09120,11,23,27,28,32,02,05
2037,09119,03,12,22,23,28,04,12
2038,09118,10,17,18,21,34,05,11
2039,09117,07,21,29,31,33,09,10
2040,09116,12,15,23,30,33,09,12
2041,09115,01,02,06,08,26,05,12
2042,09114,02,08,25,29,33,03,07
2043,09113,03,04,10,18,27,06,08
2044,09112,02,08,12,34,35,04,05
2045,09111,04,11,13,19,35,10,12
2046,09110,22,28,30,31,34,07,09
2047,09109,02,11,13,26,35,06,10
2048,09108,01,09,14,29,30,07,10
2049,09107,11,12,33,34,35,01,10
2050,09106,11,21,22,25,34,06,09
2051,09105,01,25,26,34,35,06,11
2052,09104,15,25,29,32,33,10,11
2053,09103,16,20,28,32,33,01,02
2054,09102,11,13,29,32,35,10,12
2055,09101,02,10,14,22,26,04,09
2056,09100,16,20,25,29,33,01,08
2057,09099,03,09,21,23,33,06,10
2058,09098,11,17,19,25,26,02,10
2059,09097,06,13,14,22,25,01,04
2060,09096,07,12,28,32,33,01,03
2061,09095,08,18,24,30,33,01,06
2062,09094,01,05,21,23,29,05,12
2063,09093,07,09,22,30,33,09,11
2064,09092,10,21,22,27,29,08,12
2065,09091,01,05,17,32,34,03,07
2066,09090,18,25,30,33,34,04,10
2067,09089,03,06,11,19,27,02,07
2068,09088,13,16,27,32,34,03,09
2069,09087,10,24,28,30,33,01,10
2070,09086,01,02,07,26,29,10,12
2071,09085,06,13,27,33,34,09,12
2072,09084,05,09,19,26,35,02,10
2073,09083,02,05,28,34,35,01,07
2074,09082,05,11,26,29,32,08,11
2075,09081,02,15,20,25,33,03,06
2076,09080,07,16,19,29,35,02,11
2077,09079,01,02,07,13,34,04,10
2078,09078,11,23,26,31,34,05,11
2079,09077,07,20,28,32,34,06,08
2080,09076,03,09,11,18,24,04,05
2081,09075,01,07,11,32,33,09,11
2082,09074,15,17,19,23,32,01,11
2083,09073,01,10,19,21,30,01,04
2084,09072,23,26,29,32,33,05,10
2085,09071,04,20,29,30,33,02,11
2086,09070,10,21,24,30,31,03,10
2087,09069,14,16,27,30,33,08,12
2088,09068,02,12,15,20,28,01,12
2089,09067,03,06,25,28,32,02,05
2090,09066,01,08,19,24,31,06,12
2091,09065,01,12,24,27,32,02,11
2092,09064,06,10,11,17,34,11,12
2093,09063,05,06,18,21,22,01,07
2094,09062,04,22,23,29,31,05,11
2095,09061,02,10,21,26,34,02,10
2096,09060,18,28,29,30,31,04,08
2097,09059,02,13,14,29,33,04,11
2098,09058,08,10,14,27,32,02,07
2099,09057,06,15,22,27,30,02,09
2100,09056,04,13,17,32,35,03,06
2101,09055,05,08,14,23,24,05,06
2102,09054,02,12,19,29,30,07,12
2103,09053,05,09,24,31,33,05,06
2104,09052,23,24,30,34,35,01,03
2105,09051,03,11,22,26,29,05,12
2106,09050,05,15,28,32,33,08,09
2107,09049,05,16,28,29,34,11,12
2108,09048,05,06,22,25,27,11,12
2109,09047,13,18,21,24,29,03,06
2110,09046,01,09,24,34,35,04,09
2111,09045,01,09,14,24,35,06,09
2112,09044,01,07,18,29,34,03,09
2113,09043,05,21,22,32,35,02,05
2114,09042,11,24,25,26,31,02,07
2115,09041,05,09,20,23,29,04,10
2116,09040,03,16,30,32,33,01,10
2117,09039,01,03,07,10,33,03,04
2118,09038,06,17,20,29,32,04,05
2119,09037,17,18,19,25,31,01,11
2120,09036,02,12,26,31,33,09,10
2121,09035,03,07,09,28,33,03,08
2122,09034,05,19,31,32,35,04,09
2123,09033,02,08,18,21,32,08,11
2124,09032,04,12,20,26,29,06,10
2125,09031,07,11,19,21,22,01,11
2126,09030,01,07,27,30,32,01,04
2127,09029,03,04,13,17,24,04,11
2128,09028,06,20,30,32,35,09,11
2129,09027,03,22,26,33,34,09,10
2130,09026,24,30,31,32,34,10,12
2131,09025,03,17,22,23,33,04,10
2132,09024,29,31,32,33,35,10,11
